@RELATION gemsales

@ATTRIBUTE material  {ダイア,プラチナ,ゴールド,シルバー}
@ATTRIBUTE shape     {指輪,ネックレス,イアリング,ブローチ,ブレスレット}
@ATTRIBUTE weight    NUMERIC
@ATTRIBUTE brand     {海外超有名ブランド,海外有名ブランド,国内有名ブランド,ノーブランド}
@ATTRIBUTE shop      {直営店,百貨店,量販店,激安ショップ}
@ATTRIBUTE price     NUMERIC

@DATA
ダイア,ブレスレット,24,国内有名ブランド,直営店,108981
シルバー,ブレスレット,26,ノーブランド,激安ショップ,5425
ダイア,イアリング,11,海外有名ブランド,直営店,170061
ゴールド,ネックレス,42,国内有名ブランド,百貨店,52128
プラチナ,ブローチ,46,国内有名ブランド,激安ショップ,57778
シルバー,ネックレス,41,海外有名ブランド,百貨店,34996
プラチナ,ブレスレット,58,海外超有名ブランド,直営店,414403
プラチナ,指輪,45,国内有名ブランド,直営店,92751
ゴールド,ブローチ,48,海外超有名ブランド,直営店,240403
プラチナ,ブレスレット,11,海外超有名ブランド,百貨店,221933
ゴールド,ブローチ,43,国内有名ブランド,直営店,58473
プラチナ,ブローチ,28,海外超有名ブランド,百貨店,274009
ゴールド,イアリング,22,ノーブランド,百貨店,21164
シルバー,ブレスレット,21,国内有名ブランド,百貨店,13717
ダイア,指輪,20,海外有名ブランド,百貨店,194099
プラチナ,イアリング,55,国内有名ブランド,直営店,93555
シルバー,ブローチ,42,海外有名ブランド,百貨店,34563
プラチナ,ブレスレット,57,海外超有名ブランド,直営店,413238
シルバー,ブレスレット,41,海外有名ブランド,直営店,42773
ダイア,指輪,56,海外有名ブランド,直営店,294510
シルバー,指輪,42,国内有名ブランド,百貨店,16073
ダイア,ネックレス,35,海外超有名ブランド,直営店,451053
プラチナ,ブレスレット,46,国内有名ブランド,直営店,97648
プラチナ,ブローチ,29,国内有名ブランド,百貨店,69283
シルバー,ネックレス,18,国内有名ブランド,激安ショップ,8889
ダイア,ブレスレット,29,ノーブランド,激安ショップ,37166
ゴールド,ブレスレット,29,国内有名ブランド,直営店,57510
ゴールド,指輪,45,ノーブランド,激安ショップ,20036
シルバー,ブレスレット,39,海外超有名ブランド,直営店,74702
プラチナ,ブレスレット,52,海外有名ブランド,直営店,226596
シルバー,イアリング,35,海外超有名ブランド,百貨店,58744
ゴールド,ブローチ,52,国内有名ブランド,激安ショップ,39720
ダイア,指輪,40,海外超有名ブランド,百貨店,425371
シルバー,指輪,21,国内有名ブランド,直営店,14865
プラチナ,ネックレス,44,海外超有名ブランド,百貨店,317395
シルバー,ブレスレット,41,海外有名ブランド,直営店,42769
ゴールド,ブレスレット,56,国内有名ブランド,百貨店,60559
ダイア,ネックレス,18,海外有名ブランド,直営店,207656
ゴールド,指輪,57,国内有名ブランド,百貨店,58026
プラチナ,ネックレス,32,国内有名ブランド,直営店,82644
ダイア,ネックレス,22,ノーブランド,百貨店,43405
シルバー,ネックレス,52,国内有名ブランド,激安ショップ,12139
ゴールド,ブローチ,16,国内有名ブランド,激安ショップ,28237
ダイア,指輪,42,海外超有名ブランド,百貨店,430063
シルバー,ブローチ,10,海外超有名ブランド,百貨店,39038
ゴールド,イアリング,15,海外超有名ブランド,直営店,170806
ダイア,ブレスレット,54,国内有名ブランド,百貨店,120009
ゴールド,イアリング,25,海外超有名ブランド,直営店,199762
プラチナ,ブローチ,54,国内有名ブランド,直営店,93094
