id,material,shape,weight,brand,shop,price
435,シルバー,指輪,35,海外有名ブランド,百貨店,34403
436,プラチナ,ブローチ,57,国内有名ブランド,百貨店,82987
437,シルバー,イアリング,59,海外有名ブランド,百貨店,37791
438,プラチナ,ブレスレット,53,ノーブランド,百貨店,44667
439,プラチナ,指輪,55,国内有名ブランド,百貨店,86297
440,ゴールド,イアリング,24,ノーブランド,百貨店,21747
441,プラチナ,イアリング,57,国内有名ブランド,百貨店,82991
442,ゴールド,イアリング,41,国内有名ブランド,直営店,57646
443,シルバー,イアリング,34,海外超有名ブランド,直営店,65824
444,プラチナ,イアリング,33,ノーブランド,激安ショップ,26462
445,シルバー,指輪,14,海外超有名ブランド,直営店,51551
446,ダイア,ネックレス,49,ノーブランド,激安ショップ,39896
447,ダイア,ブレスレット,19,海外有名ブランド,百貨店,200802
448,プラチナ,イアリング,10,国内有名ブランド,直営店,55625
449,シルバー,指輪,49,海外有名ブランド,直営店,42685
450,ダイア,イアリング,41,海外超有名ブランド,直営店,461137
451,ダイア,ブレスレット,24,国内有名ブランド,直営店,108981
452,シルバー,ブレスレット,26,ノーブランド,激安ショップ,5425
453,ダイア,イアリング,11,海外有名ブランド,直営店,170061
454,ゴールド,ネックレス,42,国内有名ブランド,百貨店,52128
455,プラチナ,ブローチ,46,国内有名ブランド,激安ショップ,57778
456,シルバー,ネックレス,41,海外有名ブランド,百貨店,34996
457,プラチナ,ブレスレット,58,海外超有名ブランド,直営店,414403
458,プラチナ,指輪,45,国内有名ブランド,直営店,92751
459,ゴールド,ブローチ,48,海外超有名ブランド,直営店,240403
460,プラチナ,ブレスレット,11,海外超有名ブランド,百貨店,221933
461,ゴールド,ブローチ,43,国内有名ブランド,直営店,58473
462,プラチナ,ブローチ,28,海外超有名ブランド,百貨店,274009
463,ゴールド,イアリング,22,ノーブランド,百貨店,21164
464,シルバー,ブレスレット,21,国内有名ブランド,百貨店,13717
465,ダイア,指輪,20,海外有名ブランド,百貨店,194099
466,プラチナ,イアリング,55,国内有名ブランド,直営店,93555
467,シルバー,ブローチ,42,海外有名ブランド,百貨店,34563
468,プラチナ,ブレスレット,57,海外超有名ブランド,直営店,413238
469,シルバー,ブレスレット,41,海外有名ブランド,直営店,42773
470,ダイア,指輪,56,海外有名ブランド,直営店,294510
471,シルバー,指輪,42,国内有名ブランド,百貨店,16073
472,ダイア,ネックレス,35,海外超有名ブランド,直営店,451053
473,プラチナ,ブレスレット,46,国内有名ブランド,直営店,97648
474,プラチナ,ブローチ,29,国内有名ブランド,百貨店,69283
475,シルバー,ネックレス,18,国内有名ブランド,激安ショップ,8889
476,ダイア,ブレスレット,29,ノーブランド,激安ショップ,37166
477,ゴールド,ブレスレット,29,国内有名ブランド,直営店,57510
478,ゴールド,指輪,45,ノーブランド,激安ショップ,20036
479,シルバー,ブレスレット,39,海外超有名ブランド,直営店,74702
480,プラチナ,ブレスレット,52,海外有名ブランド,直営店,226596
481,シルバー,イアリング,35,海外超有名ブランド,百貨店,58744
482,ゴールド,ブローチ,52,国内有名ブランド,激安ショップ,39720
483,ダイア,指輪,40,海外超有名ブランド,百貨店,425371
484,シルバー,指輪,21,国内有名ブランド,直営店,14865
485,プラチナ,ネックレス,44,海外超有名ブランド,百貨店,317395
486,シルバー,ブレスレット,41,海外有名ブランド,直営店,42769
487,ゴールド,ブレスレット,56,国内有名ブランド,百貨店,60559
488,ダイア,ネックレス,18,海外有名ブランド,直営店,207656
489,ゴールド,指輪,57,国内有名ブランド,百貨店,58026
490,プラチナ,ネックレス,32,国内有名ブランド,直営店,82644
491,ダイア,ネックレス,22,ノーブランド,百貨店,43405
492,シルバー,ネックレス,52,国内有名ブランド,激安ショップ,12139
493,ゴールド,ブローチ,16,国内有名ブランド,激安ショップ,28237
494,ダイア,指輪,42,海外超有名ブランド,百貨店,430063
495,シルバー,ブローチ,10,海外超有名ブランド,百貨店,39038
496,ゴールド,イアリング,15,海外超有名ブランド,直営店,170806
497,ダイア,ブレスレット,54,国内有名ブランド,百貨店,120009
498,ゴールド,イアリング,25,海外超有名ブランド,直営店,199762
499,プラチナ,ブローチ,54,国内有名ブランド,直営店,93094
